城市,教育支出_z,科技支出_z,注销_z,风险评分,聚类类别,动态预警,风险评分增长率,注销增长率,最新风险评分,残差,风险等级
丹东市,-2.590520390792032e-16,-4.9343245538895844e-17,-7.401486830834377e-17,0.0,1,黄色预警,0.228625653875155,0.1428571428571428,1.453143655831125,-4.736951571734001e-15,中风险
镇江市,2.1587669923266932e-16,1.7270135938613546e-16,0.0,-2.4671622769447922e-17,0,黄色预警,0.18763576797352455,0.09565217391304337,1.617240489166245,3.157967714489334e-15,中风险
长春市,-1.9737298215558337e-16,-3.700743415417188e-17,0.0,4.9343245538895844e-17,1,无预警,0.7977396252338351,0.8291814946619218,1.7679301909412526,1.4210854715202004e-14,中风险
盘锦市,9.251858538542972e-16,-1.850371707708594e-17,0.0,-4.9343245538895844e-17,0,黄色预警,1.0061006244308173,0.40740740740740744,1.5381436481324673,-5.526443500356335e-15,中风险
珠海市,-7.401486830834377e-17,2.4671622769447924e-16,-4.9343245538895844e-17,-7.401486830834377e-17,1,黄色预警,0.346162468692528,0.31666666666666665,1.4318801795680725,-1.4210854715202004e-14,中风险
南阳市,-4.9343245538895844e-17,0.0,-9.868649107779169e-17,-9.868649107779169e-17,1,橙色预警,2.2921965103725044,1.0941176470588236,1.6965140337691933,-4.736951571734001e-15,中风险
朝阳市,1.1102230246251565e-16,7.401486830834377e-17,-9.868649107779169e-17,-7.401486830834377e-17,1,无预警,0.6708348179173007,0.4358974358974359,1.8499812444969321,1.578983857244667e-15,中风险
新余市,2.4671622769447922e-17,-1.4802973661668753e-16,4.9343245538895844e-17,4.9343245538895844e-17,1,黄色预警,1.0976456023546506,0.5517241379310345,1.3243151581832264,0.0,中风险
无锡市,-1.4802973661668753e-16,2.4671622769447924e-16,4.9343245538895844e-17,4.9343245538895844e-17,1,黄色预警,0.6349752355623022,0.3980263157894737,1.4430040503607593,5.723816482511918e-15,中风险
日照市,1.2335811384723962e-16,0.0,9.868649107779169e-17,7.401486830834377e-17,1,黄色预警,1.5795400284553716,0.8442622950819672,1.5771444326300896,5.526443500356335e-15,中风险
昭通市,1.4186183092432555e-16,-5.921189464667501e-16,-4.9343245538895844e-17,0.0,1,黄色预警,0.1854809576369576,0.054054054054053946,1.4183563830131634,-9.473903143468002e-15,中风险
晋中市,-9.12850042469573e-16,4.9343245538895844e-17,9.868649107779169e-17,1.4802973661668753e-16,2,橙色预警,5.4671724635922505,1.34375,1.7807542533556144,-7.105427357601002e-15,中风险
晋城市,4.440892098500626e-16,9.868649107779169e-17,9.868649107779169e-17,0.0,0,无预警,1.6701700950824563,0.9705882352941178,1.673726068918846,-1.578983857244667e-15,中风险
孝感市,5.921189464667501e-16,2.4671622769447922e-17,0.0,-7.401486830834377e-17,0,橙色预警,1.9619332742537234,1.0333333333333332,1.6983239434499986,7.894919286223335e-16,中风险
曲靖市,-5.921189464667501e-16,-2.713878504639272e-16,0.0,1.4802973661668753e-16,2,无预警,-0.051450658891568635,-0.02777777777777779,1.3824077584421142,-1.0263395072090336e-14,中风险
朔州市,3.4540271877227093e-16,-7.401486830834377e-17,0.0,-2.4671622769447922e-17,0,橙色预警,19.070938289496066,3.25,1.7569918163941678,1.578983857244667e-15,中风险
娄底市,-3.7007434154171886e-16,-7.401486830834377e-17,4.9343245538895844e-17,9.868649107779169e-17,1,无预警,0.44728556871430203,0.24137931034482762,1.4623454991122138,-3.157967714489334e-15,中风险
百色市,2.9605947323337506e-16,9.868649107779169e-17,0.0,-4.9343245538895844e-17,0,无预警,1.8033086416216042,1.0,1.6328420726762476,0.0,中风险
威海市,5.674473236973022e-16,-2.220446049250313e-16,0.0,-4.9343245538895844e-17,0,黄色预警,0.5802455741657515,0.4177215189873418,1.6830017257382779,-1.1842378929335002e-15,中风险
太原市,-9.868649107779169e-17,-9.868649107779169e-17,4.9343245538895844e-17,9.868649107779169e-17,1,橙色预警,6.398318694616462,2.5384615384615383,1.7585953327603336,3.157967714489334e-15,中风险
天津市,1.2335811384723961e-17,4.9343245538895844e-17,-4.9343245538895844e-17,-4.9343245538895844e-17,1,黄色预警,0.27540825281591763,0.2852760736196318,1.5854609503096229,-1.8947806286936004e-14,中风险
枣庄市,-2.713878504639272e-16,-6.167905692361981e-17,0.0,4.9343245538895844e-17,1,无预警,0.39277780283754504,0.24651162790697678,1.4109514231289846,-6.315935428978668e-15,中风险
天水市,-2.220446049250313e-16,-9.868649107779169e-17,9.868649107779169e-17,7.401486830834377e-17,1,无预警,0.9949229461752453,0.7692307692307692,1.555542304752783,-7.894919286223335e-16,中风险
大庆市,-2.4671622769447924e-16,7.401486830834377e-17,-9.868649107779169e-17,-4.9343245538895844e-17,1,橙色预警,3.160001151351702,1.5789473684210527,1.873528012557351,-1.578983857244667e-15,中风险
桂林市,-5.181040781584064e-16,-2.713878504639272e-16,0.0,4.9343245538895844e-17,2,黄色预警,0.39286868548797615,0.2264150943396226,1.3161016916862411,-1.5000346643824338e-14,中风险
梅州市,0.0,-4.9343245538895844e-17,4.9343245538895844e-17,4.9343245538895844e-17,1,黄色预警,0.9234211097303178,0.605263157894737,1.7501077572747568,-1.578983857244667e-15,中风险
梧州市,-5.921189464667501e-16,-1.4802973661668753e-16,0.0,4.9343245538895844e-17,2,无预警,0.5125456604888183,0.303030303030303,1.444280086488314,-6.315935428978668e-15,中风险
新乡市,0.0,9.868649107779169e-17,0.0,0.0,1,无预警,0.981896973652302,0.6355140186915889,1.5738109153719542,0.0,中风险
安庆市,-1.9737298215558337e-16,2.9605947323337506e-16,9.868649107779169e-17,4.9343245538895844e-17,1,橙色预警,4.331573563249865,1.5306122448979593,1.7941029843360459,-1.1842378929335004e-14,中风险
揭阳市,1.4802973661668753e-16,-4.9343245538895844e-17,0.0,0.0,1,无预警,1.1004783982913193,0.6363636363636365,1.8529377543625611,4.736951571734001e-15,中风险
抚顺市,0.0,9.868649107779169e-17,2.4671622769447922e-17,4.9343245538895844e-17,1,无预警,1.8918332409833485,0.7837837837837838,1.5796173749671238,-5.526443500356335e-15,中风险
常德市,-1.4802973661668753e-16,2.4671622769447922e-17,4.9343245538895844e-17,7.401486830834377e-17,1,黄色预警,0.17291788797053997,-0.06896551724137934,1.4925895200206951,-6.315935428978668e-15,中风险
平顶山市,4.6876083261951055e-16,0.0,0.0,-7.401486830834377e-17,0,橙色预警,3.937986562149969,1.774193548387097,1.7734171690196094,6.315935428978668e-15,中风险
宿州市,-1.4802973661668753e-16,7.401486830834377e-17,0.0,0.0,1,橙色预警,2.4637572969585686,1.0408163265306123,1.729844797386503,-9.868649107779169e-15,中风险
宣城市,-6.908054375445419e-16,-7.401486830834377e-17,4.9343245538895844e-17,1.2335811384723962e-16,2,无预警,0.881812883236252,0.6666666666666667,1.6497025740243485,-5.526443500356335e-15,中风险
庆阳市,-3.9474596431116675e-16,9.868649107779169e-17,-4.9343245538895844e-17,-4.9343245538895844e-17,1,橙色预警,1.9974634408179326,1.1111111111111112,1.6295431935020621,-1.0263395072090336e-14,中风险
宜春市,1.9737298215558337e-16,-4.9343245538895844e-17,0.0,-4.9343245538895844e-17,0,橙色预警,3.755539779102433,1.3541666666666665,1.7456388197720574,-3.157967714489334e-15,中风险
宜昌市,-8.141635513917814e-16,-2.713878504639272e-16,9.868649107779169e-17,1.7270135938613546e-16,2,橙色预警,9.764376843102315,1.858974358974359,1.7475570259104538,-7.894919286223335e-16,中风险
开封市,4.440892098500626e-16,4.9343245538895844e-17,4.9343245538895844e-17,-2.4671622769447922e-17,0,橙色预警,3.888032052731094,1.2166666666666668,1.7685429863647517,-1.1842378929335002e-15,中风险
张家口市,2.4671622769447922e-17,-1.9737298215558337e-16,0.0,0.0,1,无预警,1.384078847406521,0.8985507246376812,1.6828871870403386,-3.9474596431116675e-16,中风险
张家界市,2.9605947323337506e-16,-7.401486830834377e-17,0.0,-2.4671622769447922e-17,0,黄色预警,0.4337209399281783,0.3157894736842106,1.3309114370392197,3.157967714489334e-15,中风险
徐州市,2.220446049250313e-16,2.713878504639272e-16,2.4671622769447922e-17,0.0,0,无预警,-0.00816271782510225,0.0702054794520548,1.3094014894587909,9.473903143468002e-15,中风险
德州市,-4.9343245538895844e-17,-1.4802973661668753e-16,9.868649107779169e-17,7.401486830834377e-17,1,黄色预警,2.6587403086909887,0.992,1.620162111201778,-4.736951571734001e-15,中风险
定西市,3.3306690738754696e-16,-9.868649107779169e-17,0.0,-4.9343245538895844e-17,0,无预警,0.3805333938726472,0.25,1.3643542228561496,-4.736951571734001e-15,中风险
忻州市,-4.934324553889585e-16,7.401486830834377e-17,-9.868649107779169e-17,-4.9343245538895844e-17,2,无预警,1.1236283675492214,0.7058823529411764,1.8438977880651315,-7.105427357601002e-15,中风险
安阳市,-2.4671622769447924e-16,0.0,4.9343245538895844e-17,4.9343245538895844e-17,1,无预警,1.729648318151701,0.8875,1.6337205784582078,-4.736951571734001e-15,中风险
惠州市,0.0,-1.4802973661668753e-16,0.0,2.4671622769447922e-17,1,无预警,1.761931821002594,0.6428571428571428,1.8181134142553796,-1.8947806286936004e-14,中风险
扬州市,3.20731096002823e-16,-3.4540271877227093e-16,2.4671622769447922e-17,2.4671622769447922e-17,0,黄色预警,0.006918644147297703,0.08080808080808088,1.3041528691822193,6.315935428978668e-15,中风险
承德市,-5.181040781584064e-16,1.7270135938613546e-16,4.9343245538895844e-17,4.9343245538895844e-17,2,橙色预警,1.8644818702147865,1.1724137931034484,1.754732408978573,-3.947459643111668e-15,中风险
抚州市,-1.7270135938613546e-16,-2.4671622769447922e-17,4.9343245538895844e-17,9.868649107779169e-17,1,黄色预警,0.9394529364083091,0.5373134328358209,1.459296936457446,-3.552713678800501e-15,中风险
固原市,0.0,0.0,0.0,-2.4671622769447922e-17,1,橙色预警,3.6203504662081682,1.6666666666666665,1.840615634525931,-3.157967714489334e-15,中风险
武威市,8.635067969306773e-17,3.0839528461809902e-18,-4.9343245538895844e-17,-4.9343245538895844e-17,1,黄色预警,1.3001165533260042,0.7777777777777777,1.8526514596306813,-4.736951571734001e-15,中风险
武汉市,0.0,1.7270135938613546e-16,0.0,-2.4671622769447922e-17,1,无预警,1.602902237091505,0.8282722513089005,1.7166325886723117,-1.2631870857957336e-14,中风险
深圳市,9.868649107779169e-17,-1.7886926507849745e-16,0.0,0.0,1,黄色预警,1.31270221245427,0.6307471264367817,1.6847567088574433,-2.5263741715914672e-14,中风险
呼和浩特市,-8.388351741612294e-16,9.868649107779169e-17,0.0,9.868649107779169e-17,2,橙色预警,8.046190170576796,3.511627906976744,1.7707509680745694,-3.947459643111668e-15,中风险
呼伦贝尔市,-2.4671622769447924e-16,1.881211236170404e-16,0.0,-2.4671622769447922e-17,1,无预警,0.5990601602894043,0.46666666666666656,1.6291394577896672,0.0,中风险
湖州市,2.713878504639272e-16,-4.9343245538895844e-17,4.9343245538895844e-17,2.4671622769447922e-17,0,黄色预警,1.250730804664813,0.6046511627906976,1.4127332138993944,3.157967714489334e-15,中风险
湘潭市,-2.713878504639272e-16,2.4671622769447922e-17,9.868649107779169e-17,4.9343245538895844e-17,1,黄色预警,0.15774815838862688,0.18518518518518512,1.3182384259722373,-2.3684757858670005e-15,中风险
周口市,7.154770603139898e-16,-7.401486830834377e-17,-4.9343245538895844e-17,-9.868649107779169e-17,0,无预警,0.9827058956031676,0.5764705882352941,1.561633855333706,7.894919286223335e-16,中风险
滁州市,-1.9737298215558337e-16,0.0,0.0,2.4671622769447922e-17,1,橙色预警,4.66066124272175,1.7555555555555555,1.8348604649641551,-1.1842378929335002e-15,中风险
吴忠市,3.4540271877227093e-16,-9.868649107779169e-17,0.0,0.0,0,无预警,1.449303058126985,0.8333333333333333,1.6923992462506268,5.526443500356335e-15,中风险
漯河市,-3.7007434154171886e-16,0.0,0.0,2.4671622769447922e-17,1,无预警,0.2821262037938783,0.22222222222222232,1.3510279087174524,-6.315935428978668e-15,中风险
吕梁市,4.440892098500626e-16,1.1102230246251565e-16,-4.9343245538895844e-17,-7.401486830834377e-17,0,橙色预警,1.7743906275822083,1.057142857142857,1.87130590843701,-7.105427357601002e-15,中风险
潍坊市,-1.2335811384723962e-16,-2.837236618486511e-16,0.0,4.9343245538895844e-17,1,无预警,1.3403836743347446,0.8082191780821917,1.8627633689829695,-1.578983857244667e-14,中风险
潮州市,-5.427757009278544e-16,1.2335811384723962e-16,-9.868649107779169e-17,-2.4671622769447922e-17,2,无预警,0.8745575211285608,0.5333333333333334,1.789624153269774,-7.894919286223336e-15,中风险
濮阳市,-1.1102230246251565e-16,1.4802973661668753e-16,0.0,0.0,1,黄色预警,1.462104242187479,0.7906976744186047,1.6561245749453701,-9.079157179156835e-15,中风险
烟台市,9.375216652390211e-16,-6.044547578514741e-16,0.0,-7.401486830834377e-17,0,黄色预警,1.0817222310357724,0.4423076923076923,1.6451131951996043,9.473903143468002e-15,中风险
焦作市,4.9343245538895844e-17,-1.4802973661668753e-16,-9.868649107779169e-17,-7.401486830834377e-17,1,无预警,1.3583292024838944,0.7894736842105263,1.6040284833284022,-8.68441121484567e-15,中风险
牡丹江市,-3.9474596431116675e-16,-7.401486830834377e-17,4.9343245538895844e-17,7.401486830834377e-17,1,黄色预警,0.8985510531931473,0.5833333333333333,1.6190458120850524,-3.157967714489334e-15,中风险
合肥市,0.0,-9.868649107779169e-17,-4.9343245538895844e-17,-4.9343245538895844e-17,1,黄色预警,0.8833262091300949,0.4388835418671799,1.4288104317453145,-3.473764485938268e-14,中风险
巴彦淖尔市,2.4671622769447924e-16,4.9343245538895844e-17,4.9343245538895844e-17,0.0,0,黄色预警,2.1112076183456963,0.8888888888888888,1.4958418612328603,1.578983857244667e-15,中风险
白城市,-1.4001145921661696e-15,4.440892098500626e-16,0.0,7.401486830834377e-17,2,橙色预警,6.460719135402603,2.0,1.8853431334474349,-1.1842378929335004e-14,中风险
厦门市,-7.401486830834377e-17,-1.9737298215558337e-16,0.0,2.4671622769447922e-17,1,黄色预警,0.6584190346702334,0.35299806576402326,1.3774590075580742,6.000138657529735e-14,中风险
清远市,9.868649107779169e-17,-2.4671622769447922e-17,9.868649107779169e-17,7.401486830834377e-17,1,无预警,0.15606308136431823,0.1470588235294117,1.5718982540900366,-7.894919286223336e-15,中风险
咸宁市,0.0,1.4802973661668753e-16,0.0,2.4671622769447922e-17,1,无预警,1.0376592644303275,0.6000000000000001,1.5816569242690584,-3.157967714489334e-15,中风险
四平市,-2.0970879354030734e-16,7.401486830834377e-17,7.401486830834377e-17,7.401486830834377e-17,1,黄色预警,0.06073133151533017,0.0625,1.6864807678135845,-3.157967714489334e-15,中风险
淮南市,2.4671622769447922e-17,2.713878504639272e-16,0.0,-4.9343245538895844e-17,1,无预警,0.6197842767566935,0.4571428571428571,1.5350645322530392,-7.894919286223336e-15,中风险
嘉峪关市,-3.7007434154171886e-16,-4.9343245538895844e-17,-4.9343245538895844e-17,0.0,1,无预警,0.9660005815707675,0.5714285714285714,1.521999863561994,-1.578983857244667e-15,中风险
汕头市,2.4671622769447924e-16,-2.4671622769447924e-16,9.868649107779169e-17,4.9343245538895844e-17,0,无预警,0.725800808311313,0.5686274509803921,1.8453538390752104,2.3684757858670005e-15,中风险
汕尾市,2.590520390792032e-16,3.700743415417188e-17,-4.9343245538895844e-17,-4.9343245538895844e-17,0,无预警,0.6555161238602731,0.3214285714285714,1.681212773277618,7.894919286223335e-16,中风险
江门市,-2.590520390792032e-16,-1.850371707708594e-17,4.9343245538895844e-17,9.868649107779169e-17,1,无预警,0.04767629107667504,-0.019230769230769273,1.357308341737777,-4.736951571734001e-15,中风险
池州市,7.401486830834377e-17,-1.9737298215558337e-16,0.0,4.9343245538895844e-17,1,橙色预警,1.7186844585200491,1.0526315789473686,1.616348532573953,-8.68441121484567e-15,中风险
沧州市,-2.220446049250313e-16,1.9737298215558337e-16,-9.868649107779169e-17,-4.9343245538895844e-17,1,橙色预警,2.060450103336504,1.125,1.7955219035379715,-1.578983857244667e-14,中风险
商丘市,2.4671622769447924e-16,-7.401486830834377e-17,-9.868649107779169e-17,-9.868649107779169e-17,0,橙色预警,2.635674388959123,1.2264150943396226,1.722877955060218,-8.289665250534503e-15,中风险
唐山市,2.4671622769447922e-17,4.9343245538895844e-17,0.0,-7.401486830834377e-17,1,橙色预警,2.110906226702254,1.0454545454545454,1.7952412331608254,3.157967714489334e-15,中风险
哈尔滨市,2.5165055224836883e-15,2.837236618486511e-16,4.9343245538895844e-17,-2.4671622769447924e-16,0,橙色预警,2.2283426057458207,1.2977777777777777,1.850662474321445,-3.157967714489334e-15,中风险
泰安市,-1.7270135938613546e-16,-2.9605947323337506e-16,9.868649107779169e-17,9.868649107779169e-17,1,黄色预警,1.8527485570600586,0.8681318681318682,1.4959709884429306,6.315935428978668e-15,中风险
泰州市,-7.894919286223335e-16,2.590520390792032e-16,-4.9343245538895844e-17,0.0,2,无预警,0.11124499744694649,0.05600000000000005,1.3214126813907519,-7.105427357601002e-15,中风险
咸阳市,1.4802973661668755e-15,7.401486830834377e-17,-4.9343245538895844e-17,-2.220446049250313e-16,0,黄色预警,1.1682533708113163,0.5555555555555556,1.3535381530544486,-1.0658141036401503e-14,中风险
洛阳市,7.154770603139898e-16,-4.9343245538895844e-17,0.0,-9.868649107779169e-17,0,橙色预警,1.834811667986751,1.0239520958083834,1.7228823553813646,0.0,中风险
济南市,4.9343245538895844e-17,-1.4802973661668753e-16,-4.9343245538895844e-17,-4.9343245538895844e-17,1,无预警,0.5115084612611713,0.3737562189054726,1.4698574801268247,-1.0105496686365869e-13,中风险
济宁市,2.9605947323337506e-16,0.0,0.0,-4.9343245538895844e-17,0,橙色预警,1.8879125853243504,1.1369294605809128,1.6716990424342084,6.315935428978668e-15,中风险
海东市,-5.057682667736824e-16,-7.401486830834377e-17,0.0,4.9343245538895844e-17,2,黄色预警,0.7183348570809294,0.5555555555555556,1.862305659799011,-6.315935428978668e-15,中风险
海口市,-1.7270135938613546e-16,0.0,-4.9343245538895844e-17,-2.4671622769447922e-17,1,黄色预警,0.4471446144920934,0.35741206030150763,1.3078998371894184,-3.789561257387201e-14,中风险
淄博市,4.934324553889585e-16,2.4671622769447924e-16,0.0,-7.401486830834377e-17,0,黄色预警,0.37925235500183363,0.31219512195121957,1.5965743237452934,8.881784197001252e-15,中风险
淮北市,-1.9737298215558337e-16,4.9343245538895844e-17,0.0,0.0,1,橙色预警,4.655276832319366,1.48,1.7917952585019008,-7.894919286223336e-15,中风险
七台河市,5.551115123125783e-16,8.635067969306773e-17,-7.401486830834377e-17,-1.4802973661668753e-16,0,无预警,1.2476955406186456,0.5,1.519005395693584,-8.68441121484567e-15,中风险
